Start,End,Sleep quality,Time in bed,Activity (steps),time_in_minutes,start_hour,end_hour,sleep_hour,wake_hour,sleep_sin,sleep_cos,wake_sin,wake_cos,sleep_hour_adj,sleep_timing_bin,Day
2015-01-15 21:32:07,2015-01-16 04:54:42,87.0,7:22,0,442,21,4,21.533333333333335,4.9,-0.6018150231520483,0.7986355100472928,0.958819734868193,0.28401534470392253,21.533333333333335,Typical,Friday
2015-01-17 02:11:57,2015-01-17 09:03:37,83.0,6:51,0,411,2,9,2.183333333333333,9.05,0.5409744713679939,0.8410390129643924,0.6977904598416802,-0.7163019434246543,26.183333333333334,Late,Saturday
2015-01-17 23:55:16,2015-01-18 07:47:15,93.0,7:51,0,471,23,7,23.916666666666668,7.783333333333333,-0.0218148850345609,0.9997620270799091,0.8929789434111371,-0.4500984410374348,23.916666666666668,Typical,Sunday
2015-01-18 21:51:53,2015-01-19 05:04:18,58.0,7:12,0,432,21,5,21.85,5.066666666666666,-0.5336145159156107,0.8457278217039738,0.9702957262759965,0.2419218955996679,21.85,Typical,Monday
2015-01-19 05:06:38,2015-01-19 06:20:29,16.0,1:13,0,73,5,6,5.1,6.333333333333333,0.9723699203976766,0.23344536385590567,0.9961946980917455,-0.08715574274765801,29.1,Very late,Monday
2015-01-19 21:45:19,2015-01-20 05:45:37,75.0,8:00,0,480,21,5,21.75,5.75,-0.555570233019603,0.8314696123025448,0.9978589232386035,0.06540312923014327,21.75,Typical,Tuesday
2015-01-20 21:42:37,2015-01-21 05:45:22,80.0,8:02,0,482,21,5,21.7,5.75,-0.5664062369248329,0.8241261886220156,0.9978589232386035,0.06540312923014327,21.7,Typical,Wednesday
2015-01-21 22:34:35,2015-01-22 06:17:22,87.0,7:42,0,462,22,6,22.566666666666666,6.283333333333333,-0.36650122672429725,0.9304175679820246,0.9972501850994857,-0.074108490195399,22.566666666666666,Typical,Thursday
2015-01-25 20:55:02,2015-01-26 06:14:59,87.0,9:19,0,559,20,6,20.916666666666668,6.233333333333333,-0.7223639620597554,0.6915130557822696,0.998134798421867,-0.06104853953485678,20.916666666666668,Early,Monday
2015-01-26 22:36:21,2015-01-27 06:11:49,83.0,7:35,0,455,22,6,22.6,6.183333333333334,-0.35836794954529994,0.9335804264972019,0.9988483864849507,-0.04797812852134379,22.6,Typical,Tuesday
2015-01-28 21:43:16,2015-01-29 05:20:42,76.0,7:37,0,457,21,5,21.716666666666665,5.333333333333333,-0.5628049276950688,0.8265897491271884,0.984807753012208,0.17364817766693041,21.716666666666665,Typical,Thursday
2015-01-29 22:23:40,2015-01-30 05:29:11,67.0,7:05,0,425,22,5,22.383333333333333,5.483333333333333,-0.4107188526134778,0.9117620435770883,0.9908658973868822,0.13485093027372286,22.383333333333333,Typical,Friday
2015-01-31 00:13:46,2015-01-31 08:17:30,93.0,8:03,0,483,0,8,0.21666666666666667,8.283333333333333,0.05669278756337751,0.9983916705573488,0.8265897491271889,-0.5628049276950683,24.216666666666665,Late,Saturday
2015-02-01 21:55:59,2015-02-02 05:09:06,64.0,7:13,0,433,21,5,21.916666666666668,5.15,-0.5187732581605216,0.8549118706729466,0.9753423205085128,0.22069743502150085,21.916666666666668,Typical,Monday
2015-02-02 22:30:35,2015-02-03 06:20:29,75.0,7:49,0,469,22,6,22.5,6.333333333333333,-0.38268343236508956,0.9238795325112868,0.9961946980917455,-0.08715574274765801,22.5,Typical,Tuesday
2015-02-03 22:47:33,2015-02-04 06:20:21,72.0,7:32,0,452,22,6,22.783333333333335,6.333333333333333,-0.31316380648374953,0.949699126201877,0.9961946980917455,-0.08715574274765801,22.783333333333335,Typical,Wednesday
2015-02-04 23:03:06,2015-02-05 06:10:44,70.0,7:07,0,427,23,6,23.05,6.166666666666667,-0.24615329302899291,0.9692309097067544,0.9990482215818578,-0.04361938736533589,23.05,Typical,Thursday
2015-02-08 22:30:34,2015-02-09 06:48:30,89.0,8:17,0,497,22,6,22.5,6.8,-0.38268343236508956,0.9238795325112868,0.9781476007338057,-0.20791169081775934,22.5,Typical,Monday
2015-02-09 21:55:43,2015-02-10 06:13:22,85.0,8:17,0,497,21,6,21.916666666666668,6.216666666666667,-0.5187732581605216,0.8549118706729466,0.9983916705573488,-0.05669278756337747,21.916666666666668,Typical,Tuesday
2015-02-10 22:20:46,2015-02-11 06:20:51,59.0,8:00,0,480,22,6,22.333333333333332,6.333333333333333,-0.4226182617407,0.9063077870366497,0.9961946980917455,-0.08715574274765801,22.333333333333332,Typical,Wednesday
2015-02-11 21:53:45,2015-02-12 05:30:25,67.0,7:36,0,456,21,5,21.883333333333333,5.5,-0.5262139236518699,0.8503522249955626,0.9914448613738104,0.1305261922200517,21.883333333333333,Typical,Thursday
2015-02-12 22:34:54,2015-02-13 05:24:22,69.0,6:49,0,409,22,5,22.566666666666666,5.4,-0.36650122672429725,0.9304175679820246,0.9876883405951378,0.15643446504023092,22.566666666666666,Typical,Friday
2015-02-15 22:16:27,2015-02-16 05:20:44,74.0,7:04,0,424,22,5,22.266666666666666,5.333333333333333,-0.4383711467890778,0.8987940462991668,0.984807753012208,0.17364817766693041,22.266666666666666,Typical,Monday
2015-02-17 00:02:30,2015-02-17 06:16:11,78.0,6:13,0,373,0,6,0.03333333333333333,6.266666666666667,0.008726535498373935,0.9999619230641713,0.9975640502598242,-0.06975647374412533,24.033333333333335,Late,Tuesday
2015-02-17 22:20:00,2015-02-18 05:05:23,70.0,6:45,0,405,22,5,22.333333333333332,5.083333333333333,-0.4226182617407,0.9063077870366497,0.9713420698132614,0.2376858923261731,22.333333333333332,Typical,Wednesday
2015-02-19 22:39:45,2015-02-20 06:20:14,77.0,7:40,0,460,22,6,22.65,6.333333333333333,-0.3461170570774934,0.9381913359224839,0.9961946980917455,-0.08715574274765801,22.65,Typical,Friday
2015-02-21 00:31:24,2015-02-21 07:32:22,72.0,7:00,0,420,0,7,0.5166666666666667,7.533333333333333,0.134850930273723,0.9908658973868822,0.9205048534524404,-0.3907311284892736,24.516666666666666,Late,Saturday
2015-02-21 22:54:00,2015-02-22 07:49:15,92.0,8:55,0,535,22,7,22.9,7.816666666666666,-0.28401534470392353,0.9588197348681927,0.8890171414857364,-0.45787391511695685,22.9,Typical,Sunday
2015-02-22 22:18:00,2015-02-23 06:20:17,87.0,8:02,0,482,22,6,22.3,6.333333333333333,-0.43051109680829525,0.9025852843498606,0.9961946980917455,-0.08715574274765801,22.3,Typical,Monday
2015-02-24 22:30:11,2015-02-25 06:20:07,69.0,7:49,0,469,22,6,22.5,6.333333333333333,-0.38268343236508956,0.9238795325112868,0.9961946980917455,-0.08715574274765801,22.5,Typical,Wednesday
2015-02-26 01:22:32,2015-02-26 07:16:32,65.0,5:54,0,354,1,7,1.3666666666666667,7.266666666666667,0.35020738125946743,0.9366721892483976,0.9455185755993168,-0.32556815445715664,25.366666666666667,Late,Thursday
2015-02-26 21:42:32,2015-02-27 05:37:28,90.0,7:54,0,474,21,5,21.7,5.616666666666667,-0.5664062369248329,0.8241261886220156,0.9949685182509117,0.10018806161207632,21.7,Typical,Friday
2015-03-01 20:14:26,2015-03-02 05:44:08,88.0,9:29,0,569,20,5,20.233333333333334,5.733333333333333,-0.8338858220671683,0.551936985312058,0.9975640502598242,0.06975647374412546,20.233333333333334,Early,Monday
2015-03-03 21:47:16,2015-03-04 05:30:18,61.0,7:43,0,463,21,5,21.783333333333335,5.5,-0.5482932295199135,0.8362861558477597,0.9914448613738104,0.1305261922200517,21.783333333333335,Typical,Wednesday
2015-03-04 20:53:47,2015-03-05 06:13:31,54.0,9:19,0,559,20,6,20.883333333333333,6.216666666666667,-0.7283709698824009,0.6851829903263584,0.9983916705573488,-0.05669278756337747,20.883333333333333,Early,Thursday
2015-03-05 22:29:33,2015-03-06 06:20:18,86.0,7:50,0,470,22,6,22.483333333333334,6.333333333333333,-0.38671096163682017,0.922200971670452,0.9961946980917455,-0.08715574274765801,22.483333333333334,Typical,Friday
2015-03-08 22:54:58,2015-03-09 06:20:12,69.0,7:25,0,445,22,6,22.9,6.333333333333333,-0.28401534470392353,0.9588197348681927,0.9961946980917455,-0.08715574274765801,22.9,Typical,Monday
2015-03-09 21:28:08,2015-03-10 06:18:59,99.0,8:50,0,530,21,6,21.466666666666665,6.3,-0.6156614753256588,0.7880107536067215,0.996917333733128,-0.07845909572784467,21.466666666666665,Typical,Tuesday
2015-03-10 22:17:17,2015-03-11 06:18:56,82.0,8:01,0,481,22,6,22.283333333333335,6.3,-0.4344452574044169,0.900698239322588,0.996917333733128,-0.07845909572784467,22.283333333333335,Typical,Wednesday
2015-03-11 21:39:44,2015-03-12 05:19:55,77.0,7:40,0,460,21,5,21.65,5.316666666666666,-0.5771451900372345,0.8166415551616784,0.9840406976462908,0.177943545473842,21.65,Typical,Thursday
2015-03-12 21:44:36,2015-03-13 05:20:52,72.0,7:36,0,456,21,5,21.733333333333334,5.333333333333333,-0.5591929034707466,0.8290375725550418,0.984807753012208,0.17364817766693041,21.733333333333334,Typical,Friday
2015-03-15 21:50:56,2015-03-16 04:51:22,82.0,7:00,0,420,21,4,21.833333333333332,4.85,-0.537299608346825,0.8433914458128849,0.9550199444571865,0.29654157497557115,21.833333333333332,Typical,Monday
2015-03-16 21:48:42,2015-03-17 05:21:34,75.0,7:32,0,452,21,5,21.8,5.35,-0.544639035015027,0.838670567945424,0.9855560590580777,0.16934950384902475,21.8,Typical,Tuesday
2015-03-17 23:57:46,2015-03-18 08:01:27,91.0,8:03,0,483,23,8,23.95,8.016666666666667,-0.013089595571345647,0.999914327574007,0.8638355052043956,-0.5037739770455266,23.95,Typical,Wednesday
2015-03-21 01:10:15,2015-03-21 08:00:08,74.0,6:49,0,409,1,8,1.1666666666666667,8.0,0.3007057995042732,0.9537169507482269,0.8660254037844387,-0.49999999999999983,25.166666666666668,Late,Saturday
2015-03-22 23:07:46,2015-03-23 07:30:02,75.0,8:22,0,502,23,7,23.116666666666667,7.5,-0.22920039092241423,0.9733792584604485,0.9238795325112868,-0.3826834323650895,23.116666666666667,Typical,Monday
2015-03-24 22:11:07,2015-03-25 06:19:05,84.0,8:07,0,487,22,6,22.183333333333334,6.316666666666666,-0.45787391511695674,0.8890171414857364,0.9965655024977614,-0.08280820751220423,22.183333333333334,Typical,Wednesday
2015-03-25 22:00:06,2015-03-26 05:22:21,76.0,7:22,0,442,22,5,22.0,5.366666666666666,-0.5000000000000004,0.8660254037844384,0.9862856015372313,0.16504760586067782,22.0,Typical,Thursday
2015-03-26 21:23:43,2015-03-27 05:26:51,92.0,8:03,0,483,21,5,21.383333333333333,5.433333333333334,-0.6327053285625163,0.7743926440821854,0.9890158633619168,0.14780941112961055,21.383333333333333,Typical,Friday
2015-03-30 22:30:48,2015-03-31 05:28:23,82.0,6:57,0,417,22,5,22.5,5.466666666666667,-0.38268343236508956,0.9238795325112868,0.9902680687415704,0.13917310096006547,22.5,Typical,Tuesday
2015-03-31 22:17:15,2015-04-01 05:50:10,84.0,7:32,0,452,22,5,22.283333333333335,5.833333333333333,-0.4344452574044169,0.900698239322588,0.9990482215818578,0.04361938736533601,22.283333333333335,Typical,Wednesday
2015-04-04 23:13:30,2015-04-05 07:31:06,95.0,8:17,0,497,23,7,23.216666666666665,7.516666666666667,-0.20364175114017827,0.9790454724845837,0.9222009716704519,-0.3867109616368205,23.216666666666665,Typical,Sunday
2015-04-06 21:22:37,2015-04-07 06:15:41,79.0,8:53,0,533,21,6,21.366666666666667,6.25,-0.6360782202777646,0.7716245833877194,0.9978589232386035,-0.06540312923014314,21.366666666666667,Typical,Tuesday
2015-04-07 21:17:36,2015-04-08 06:18:55,100.0,9:01,0,541,21,6,21.283333333333335,6.3,-0.6527597524627228,0.7575649843840494,0.996917333733128,-0.07845909572784467,21.283333333333335,Typical,Wednesday
2015-04-08 22:09:38,2015-04-09 05:02:01,81.0,6:52,0,412,22,5,22.15,5.033333333333333,-0.46561452032511247,0.8849876374630413,0.9681476403781077,0.2503800040544415,22.15,Typical,Thursday
2015-04-09 21:56:08,2015-04-10 05:23:08,80.0,7:27,0,447,21,5,21.933333333333334,5.383333333333334,-0.5150380749100537,0.8571673007021126,0.9869963665602319,0.1607425656038261,21.933333333333334,Typical,Friday
2015-04-10 23:51:30,2015-04-11 07:41:42,85.0,7:50,0,470,23,7,23.85,7.683333333333334,-0.03925981575906819,0.9992290362407229,0.904455145454368,-0.4265687399014584,23.85,Typical,Saturday
2015-04-11 23:16:56,2015-04-12 06:53:03,97.0,7:36,0,456,23,6,23.266666666666666,6.883333333333333,-0.19080899537654467,0.981627183447664,0.9733792584604485,-0.22920039092241393,23.266666666666666,Typical,Sunday
2015-04-12 22:04:59,2015-04-13 05:41:13,84.0,7:36,0,456,22,5,22.066666666666666,5.683333333333334,-0.48480962024633767,0.8746197071393954,0.9965655024977614,0.08280820751220436,22.066666666666666,Typical,Monday
2015-04-13 22:19:39,2015-04-14 05:45:04,78.0,7:25,0,445,22,5,22.316666666666666,5.75,-0.4265687399014579,0.9044551454543682,0.9978589232386035,0.06540312923014327,22.316666666666666,Typical,Tuesday
2015-04-15 00:28:55,2015-04-15 07:30:14,81.0,7:01,0,421,0,7,0.4666666666666667,7.5,0.12186934340514748,0.992546151641322,0.9238795325112868,-0.3826834323650895,24.466666666666665,Late,Wednesday
2015-04-16 23:20:50,2015-04-17 06:20:07,82.0,6:59,0,419,23,6,23.333333333333332,6.333333333333333,-0.1736481776669304,0.984807753012208,0.9961946980917455,-0.08715574274765801,23.333333333333332,Typical,Friday
2015-04-17 23:50:04,2015-04-18 07:22:19,59.0,7:32,0,452,23,7,23.833333333333332,7.366666666666666,-0.043619387365336194,0.9990482215818578,0.9366721892483977,-0.3502073812594673,23.833333333333332,Typical,Saturday
2015-04-20 22:37:59,2015-04-21 06:18:56,77.0,7:40,0,460,22,6,22.616666666666667,6.3,-0.3542910379977166,0.9351352096860114,0.996917333733128,-0.07845909572784467,22.616666666666667,Typical,Tuesday
2015-04-22 21:31:35,2015-04-23 05:11:23,77.0,7:39,0,459,21,5,21.516666666666666,5.183333333333334,-0.6052939880428949,0.7960020025346217,0.9772311064626789,0.21217767215644634,21.516666666666666,Typical,Thursday
2015-04-23 21:46:46,2015-04-24 05:13:42,87.0,7:26,0,446,21,5,21.766666666666666,5.216666666666667,-0.5519369853120584,0.833885822067168,0.9790454724845838,0.20364175114017743,21.766666666666666,Typical,Friday
2015-04-25 22:53:27,2015-04-26 07:53:35,100.0,9:00,0,540,22,7,22.883333333333333,7.883333333333333,-0.28819626813408916,0.9575713608048145,0.8808907382053855,-0.4733196671848433,22.883333333333333,Typical,Sunday
2015-04-26 21:51:16,2015-04-27 04:59:06,70.0,7:07,0,427,21,4,21.85,4.983333333333333,-0.5336145159156107,0.8457278217039738,0.9647873238288129,0.26303121445797495,21.85,Typical,Monday
2015-04-27 21:35:56,2015-04-28 04:57:17,77.0,7:21,0,441,21,4,21.583333333333332,4.95,-0.591309648363583,0.8064446042674821,0.9624552364536473,0.2714404498650743,21.583333333333332,Typical,Tuesday
2015-04-28 21:41:45,2015-04-29 05:00:17,53.0,7:18,0,438,21,5,21.683333333333334,5.0,-0.5699967625963036,0.8216469379421633,0.9659258262890683,0.25881904510252074,21.683333333333334,Typical,Wednesday
2015-04-30 23:13:44,2015-05-01 06:06:21,77.0,6:52,0,412,23,6,23.216666666666665,6.1,-0.20364175114017827,0.9790454724845837,0.9996573249755573,-0.026176948307873017,23.216666666666665,Typical,Friday
2015-05-01 22:20:45,2015-05-02 06:07:10,65.0,7:46,0,466,22,6,22.333333333333332,6.116666666666666,-0.4226182617407,0.9063077870366497,0.999533590836713,-0.030538513209822475,22.333333333333332,Typical,Saturday
2015-05-05 22:23:26,2015-05-06 06:18:20,83.0,7:54,0,474,22,6,22.383333333333333,6.3,-0.4107188526134778,0.9117620435770883,0.996917333733128,-0.07845909572784467,22.383333333333333,Typical,Wednesday
2015-05-06 21:47:25,2015-05-07 05:21:38,50.0,7:34,0,454,21,5,21.783333333333335,5.35,-0.5482932295199135,0.8362861558477597,0.9855560590580777,0.16934950384902475,21.783333333333335,Typical,Thursday
2015-05-07 21:22:59,2015-05-08 04:57:13,89.0,7:34,0,454,21,4,21.366666666666667,4.95,-0.6360782202777646,0.7716245833877194,0.9624552364536473,0.2714404498650743,21.366666666666667,Typical,Friday
2015-05-09 01:58:47,2015-05-09 07:01:52,61.0,5:03,0,303,1,7,1.9666666666666668,7.016666666666667,0.49242356010346716,0.8703556959398997,0.9647873238288129,-0.26303121445797484,25.96666666666667,Late,Saturday
2015-05-10 22:11:42,2015-05-11 05:00:10,66.0,6:48,0,408,22,5,22.183333333333334,5.0,-0.45787391511695674,0.8890171414857364,0.9659258262890683,0.25881904510252074,22.183333333333334,Typical,Monday
2015-05-11 21:57:02,2015-05-12 05:00:13,75.0,7:03,0,423,21,5,21.95,5.0,-0.5112930860770526,0.8594064115014524,0.9659258262890683,0.25881904510252074,21.95,Typical,Tuesday
2015-05-12 22:04:51,2015-05-13 04:52:48,72.0,6:47,0,407,22,4,22.066666666666666,4.866666666666667,-0.48480962024633767,0.8746197071393954,0.9563047559630354,0.29237170472273677,22.066666666666666,Typical,Wednesday
2015-05-14 22:49:01,2015-05-15 06:17:50,79.0,7:28,0,448,22,6,22.816666666666666,6.283333333333333,-0.30486429902801127,0.9523957996432783,0.9972501850994857,-0.074108490195399,22.816666666666666,Typical,Friday
2015-05-17 21:03:11,2015-05-18 07:49:16,93.0,10:46,0,646,21,7,21.05,7.816666666666666,-0.6977904598416802,0.7163019434246541,0.8890171414857364,-0.45787391511695685,21.05,Typical,Monday
2015-05-18 22:39:06,2015-05-19 06:20:30,91.0,7:41,0,461,22,6,22.65,6.333333333333333,-0.3461170570774934,0.9381913359224839,0.9961946980917455,-0.08715574274765801,22.65,Typical,Tuesday
2015-05-20 22:22:50,2015-05-21 05:25:20,59.0,7:02,0,422,22,5,22.366666666666667,5.416666666666667,-0.4146932426562393,0.9099612708765431,0.9883615104677607,0.1521233861899168,22.366666666666667,Typical,Thursday
2015-05-21 22:47:04,2015-05-22 05:25:14,74.0,6:38,0,398,22,5,22.783333333333335,5.416666666666667,-0.31316380648374953,0.949699126201877,0.9883615104677607,0.1521233861899168,22.783333333333335,Typical,Friday
2015-05-24 00:01:49,2015-05-24 07:35:15,73.0,7:33,0,453,0,7,0.016666666666666666,7.583333333333333,0.004363309284746571,0.9999904807207345,0.9153114791194472,-0.40274668985873713,24.016666666666666,Late,Sunday
2015-05-24 22:58:17,2015-05-25 06:45:23,67.0,7:47,0,467,22,6,22.966666666666665,6.75,-0.2672383760782571,0.963630453208623,0.9807852804032304,-0.1950903220161282,22.966666666666665,Typical,Monday
2015-05-25 22:05:49,2015-05-26 05:29:03,85.0,7:23,0,443,22,5,22.083333333333332,5.483333333333333,-0.48098876891938774,0.8767267557075077,0.9908658973868822,0.13485093027372286,22.083333333333332,Typical,Tuesday
2015-05-26 22:18:17,2015-05-27 05:14:36,69.0,6:56,0,416,22,5,22.3,5.233333333333333,-0.43051109680829525,0.9025852843498606,0.9799247046208296,0.1993679344171972,22.3,Typical,Wednesday
2015-05-28 23:10:34,2015-05-29 07:00:03,81.0,7:49,0,469,23,7,23.166666666666668,7.0,-0.21643961393810288,0.9762960071199334,0.9659258262890683,-0.25881904510252063,23.166666666666668,Typical,Friday
2015-05-31 23:16:56,2015-06-01 06:20:08,72.0,7:03,0,423,23,6,23.266666666666666,6.333333333333333,-0.19080899537654467,0.981627183447664,0.9961946980917455,-0.08715574274765801,23.266666666666666,Typical,Monday
2015-06-01 22:20:07,2015-06-02 06:19:46,76.0,7:59,0,479,22,6,22.333333333333332,6.316666666666666,-0.4226182617407,0.9063077870366497,0.9965655024977614,-0.08280820751220423,22.333333333333332,Typical,Tuesday
2015-06-03 22:19:31,2015-06-04 05:20:25,78.0,7:00,0,420,22,5,22.316666666666666,5.333333333333333,-0.4265687399014579,0.9044551454543682,0.984807753012208,0.17364817766693041,22.316666666666666,Typical,Thursday
2015-06-04 22:20:19,2015-06-05 03:45:30,70.0,5:25,0,325,22,3,22.333333333333332,3.75,-0.4226182617407,0.9063077870366497,0.8314696123025451,0.5555702330196024,22.333333333333332,Typical,Friday
2015-06-05 03:45:52,2015-06-05 05:41:01,23.0,1:55,0,115,3,5,3.75,5.683333333333334,0.8314696123025451,0.5555702330196024,0.9965655024977614,0.08280820751220436,27.75,Very late,Friday
2015-06-07 22:01:10,2015-06-08 05:40:26,75.0,7:39,0,459,22,5,22.016666666666666,5.666666666666667,-0.49621650367520814,0.8681988144891423,0.9961946980917455,0.08715574274765814,22.016666666666666,Typical,Monday
2015-06-08 21:57:12,2015-06-09 05:16:21,69.0,7:19,0,439,21,5,21.95,5.266666666666667,-0.5112930860770526,0.8594064115014524,0.981627183447664,0.1908089953765447,21.95,Typical,Tuesday
2015-06-09 21:07:02,2015-06-10 05:01:10,83.0,7:54,0,474,21,5,21.116666666666667,5.016666666666667,-0.6851829903263594,0.7283709698824,0.9670459389139431,0.2546019482055276,21.116666666666667,Typical,Wednesday
2015-06-10 21:12:48,2015-06-11 06:17:34,92.0,9:04,0,544,21,6,21.2,6.283333333333333,-0.6691306063588588,0.7431448254773937,0.9972501850994857,-0.074108490195399,21.2,Typical,Thursday
2015-06-11 22:54:00,2015-06-12 06:19:02,74.0,7:25,0,445,22,6,22.9,6.316666666666666,-0.28401534470392353,0.9588197348681927,0.9965655024977614,-0.08280820751220423,22.9,Typical,Friday
2015-06-14 22:38:25,2015-06-15 06:12:56,81.0,7:34,0,454,22,6,22.633333333333333,6.2,-0.35020738125946765,0.9366721892483976,0.9986295347545738,-0.05233595624294384,22.633333333333333,Typical,Monday
2015-06-15 22:31:51,2015-06-16 06:20:20,88.0,7:48,0,468,22,6,22.516666666666666,6.333333333333333,-0.3786486173524339,0.925540504017566,0.9961946980917455,-0.08715574274765801,22.516666666666666,Typical,Tuesday
2015-06-16 22:21:15,2015-06-17 06:20:16,69.0,7:59,0,479,22,6,22.35,6.333333333333333,-0.4186597375374281,0.9081431738250813,0.9961946980917455,-0.08715574274765801,22.35,Typical,Wednesday
2015-06-17 21:28:17,2015-06-18 05:00:04,63.0,7:31,0,451,21,5,21.466666666666665,5.0,-0.6156614753256588,0.7880107536067215,0.9659258262890683,0.25881904510252074,21.466666666666665,Typical,Thursday
2015-06-18 22:26:07,2015-06-19 04:46:50,71.0,6:20,0,380,22,4,22.433333333333334,4.766666666666667,-0.39874906892524664,0.9170600743851238,0.9483236552061993,0.3173046564050923,22.433333333333334,Typical,Friday
2015-06-22 21:54:38,2015-06-23 05:07:41,78.0,7:13,0,433,21,5,21.9,5.116666666666666,-0.5224985647159495,0.8526401643540918,0.9733792584604485,0.22920039092241426,21.9,Typical,Tuesday
2015-06-23 22:09:26,2015-06-24 04:57:46,76.0,6:48,0,408,22,4,22.15,4.95,-0.46561452032511247,0.8849876374630413,0.9624552364536473,0.2714404498650743,22.15,Typical,Wednesday
2015-06-24 04:58:36,2015-06-24 05:45:00,10.0,0:46,0,46,4,5,4.966666666666667,5.75,0.9636304532086231,0.26723837607825673,0.9978589232386035,0.06540312923014327,28.96666666666667,Very late,Wednesday
2015-06-24 22:37:23,2015-06-25 06:20:50,82.0,7:43,0,463,22,6,22.616666666666667,6.333333333333333,-0.3542910379977166,0.9351352096860114,0.9961946980917455,-0.08715574274765801,22.616666666666667,Typical,Thursday
2015-07-11 22:29:21,2015-07-12 08:00:42,98.0,9:31,0,571,22,8,22.483333333333334,8.0,-0.38671096163682017,0.922200971670452,0.8660254037844387,-0.49999999999999983,22.483333333333334,Typical,Sunday
